"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"EGT","Entertainment Gaming Asia Incorporated","1.38","$19.96M","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/egt",
"EVC","Entravision Communications Corporation","5.35","$479.8M","2000","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/evc",
"EGI","Entree Gold Inc","0.4997","$85.74M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/egi",
"ENV","Envestnet, Inc","38.3","$1.65B","2010","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/env",
"EVI","EnviroStarm, Inc.","15","$149.71M","n/a","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evi",
"EVHC","Envision Healthcare Corporation","69.39","$8.14B","2016","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/evhc",
"EVHC^","Envision Healthcare Corporation","128.77","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/evhc^",
"EVA","Enviva Partners, LP","26.55","$665.24M","2015","Basic Industries","Forest Products","http://www.nasdaq.com/symbol/eva",
"ENZ","Enzo Biochem, Inc.","6.92","$320.33M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/enz",
"ENZY          ","Enzymotec Ltd.","8.3","$188.81M","2013","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/enzy",
"EOG","EOG Resources, Inc.","100.94","$58.19B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eog",
"EPE","EP Energy Corporation","5.74","$1.45B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epe",
"EPAM","EPAM Systems, Inc.","65.6","$3.35B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/epam",
"EPZM","Epizyme, Inc.","12.1","$701.94M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epzm",
"PLUS","ePlus inc.","119.2","$844.01M","1996","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/plus",
"EPR","EPR Properties","73.56","$4.68B","1997","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/epr",
"EPR^C","EPR Properties","29.2","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^c",
"EPR^E","EPR Properties","36.15","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^e",
"EPR^F","EPR Properties","25.36","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/epr^f",
"EQT","EQT Corporation","65.07","$11.24B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/eqt",
"EQGP","EQT GP Holdings, LP","28.02","$7.46B","2015","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqgp",
"EQM","EQT Midstream Partners, LP","79.91","$6.44B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/eqm",
"EFX","Equifax, Inc.","120.35","$14.41B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/efx",
"EQIX","Equinix, Inc.","384.82","$27.47B","2000","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqix",
"EQFN","Equitable Financial Corp.","10.1","$35.12M","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/eqfn",
"EQBK","Equity Bancshares, Inc.","33.88","$395.7M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/eqbk",
"EQC","Equity Commonwealth","30.93","$3.88B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqc",
"EQC^D","Equity Commonwealth","25.25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqc^d",
"EQCO","Equity Commonwealth","24.69","n/a","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqco",
"ELS","Equity Lifestyle Properties, Inc.","73.89","$6.3B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/els",
"ELS^C","Equity Lifestyle Properties, Inc.","25.2795","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/els^c",
"EQY","Equity One, Inc.","31.28","$4.54B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqy",
"EQR","Equity Residential","60.38","$22.08B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/eqr",
"EQS","Equus Total Return, Inc.","2.0501","$25.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eqs",
"ERA","Era Group, Inc.","15.55","$325.62M","n/a","Transportation","Transportation Services","http://www.nasdaq.com/symbol/era",
"ERIC","Ericsson","5.8","$19.32B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/eric",
"ERIE","Erie Indemnity Company","112.95","$5.91B","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/erie",
"ERN","Erin Energy Corp.","3.7","$786.94M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/ern",
"EROS","Eros International PLC","11.95","$722.1M","2013","Consumer Services","Movies/Entertainment","http://www.nasdaq.com/symbol/eros",
"ESCA","Escalade, Incorporated","13.15","$188.07M","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/esca",
"ESE","ESCO Technologies Inc.","57.95","$1.49B","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/ese",
"ESPR","Esperion Therapeutics, Inc.","16.44","$370.79M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/espr",
"ESP","Espey Mfg. & Electronics Corp.","26.15","$61.84M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esp",
"ESSA","ESSA Bancorp, Inc.","15.51","$176.94M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/essa",
"EPIX","ESSA Pharma Inc.","1.8628","$54.2M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/epix",
"ESND","Essendant Inc.","21.23","$784.84M","n/a","Consumer Services","Paper","http://www.nasdaq.com/symbol/esnd",
"ESNT","Essent Group Ltd.","35.91","$3.34B","2013","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/esnt",
"ESS","Essex Property Trust, Inc.","223.08","$14.62B","1994","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ess",
"EL","Estee Lauder Companies, Inc. (The)","83.02","$30.42B","1995","Consumer Non-Durables","Package Goods/Cosmetics","http://www.nasdaq.com/symbol/el",
"ESL","Esterline Technologies Corporation","92.95","$2.76B","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/esl",
"ETH","Ethan Allen Interiors Inc.","28.4","$785.28M","1993","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/eth",
"ESSF","ETRE REIT, LLC","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/essf",
"ETSY","Etsy, Inc.","12.64","$1.46B","2015","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/etsy",
"EMX","Eurasian Minerals Inc.","1.1","$81.51M","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/emx",
"CLWT","Euro Tech Holdings Company Limited","3.65","$7.53M","1997","Consumer Durables","Diversified Electronic Products","http://www.nasdaq.com/symbol/clwt",
"EURN","Euronav NV","7.8","$1.24B","2015","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/eurn",
"EEFT","Euronet Worldwide, Inc.","71.97","$3.76B","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/eeft",
"EEA","European Equity Fund, Inc. (The)","7.9997","$67.86M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/eea",
"ESEA","Euroseas Ltd.","1.68","$15.42M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/esea",
"EVEP","EV Energy Partners, L.P.","1.97","$96.64M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/evep",
"EVBN","Evans Bancorp, Inc.","38","$163.1M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/evbn",
"EVER","EverBank Financial Corp.","19.44","$2.46B","2012","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ever",
"EVER^A","EverBank Financial Corp.","25.6687","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ever^a",
"EVBG","Everbridge, Inc.","18.97","$515M","2016","n/a","n/a","http://www.nasdaq.com/symbol/evbg",
"EVR","Evercore Partners Inc","80","$3.11B","2006","Finance","Investment Managers","http://www.nasdaq.com/symbol/evr",
"RE","Everest Re Group, Ltd.","221.61","$9.06B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/re",
"EVK","Ever-Glory International Group, Inc.","2.2","$32.53M","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/evk",
"EVRI","Everi Holdings Inc.","2.93","$193.54M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/evri",
"ES","Eversource Energy","55.72","$17.66B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/es",
"MRAM","Everspin Technologies, Inc.","8.05","$100.61M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/mram",
"EVTC","Evertec, Inc.","17.2","$1.26B","2013","Technology","EDP Services","http://www.nasdaq.com/symbol/evtc",
"EVLV","EVINE Live Inc.","1.38","$88.56M","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/evlv",
"EVGN","Evogene Ltd.","5.01","$127.55M","n/a","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/evgn",
"EVOK","Evoke Pharma, Inc.","2.68","$33.1M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/evok",
"EVH","Evolent Health, Inc","18.25","$1.24B","2015","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/evh",
"EPM","Evolution Petroleum Corporation, Inc.","8.65","$285.84M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/epm",
"EVOL","Evolving Systems, Inc.","4.35","$51.8M","1998","Technology","EDP Services","http://www.nasdaq.com/symbol/evol",
"EXA","Exa Corporation","16.56","$245.94M","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/exa",
"EXAS","Exact Sciences Corporation","19.16","$2.08B","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exas",
"EXAC","Exactech, Inc.","25.3","$358.88M","1996","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/exac",
"EXAR","Exar Corporation","10.97","$550.12M","1985","Technology","Semiconductors","http://www.nasdaq.com/symbol/exar",
"XCO","EXCO Resources NL","0.6999","$197.68M","2006","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xco",
"EXEL","Exelixis, Inc.","20.26","$5.8B","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/exel",
"EXC","Exelon Corporation","35.78","$33.03B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/exc",
"EXCU","Exelon Corporation","49.34","$45.55B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/excu",
"XRA","Exeter Resource Corporation","1.0547","$93.51M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/xra",
"EXFO","EXFO Inc","5.7","$130.68M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/exfo",
"EXLS","ExlService Holdings, Inc.","44.94","$1.51B","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/exls",
"EXPE","Expedia, Inc.","121.53","$18.23B","n/a","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/expe",
"EXPD","Expeditors International of Washington, Inc.","53.32","$9.62B","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/expd",
"EXPO","Exponent, Inc.","58.45","$1.5B","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/expo",
"ESRX","Express Scripts Holding Company","67.09","$41.37B","1992","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/esrx",
"EXPR","Express, Inc.","10.58","$836.88M","2010","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/expr",
"STAY","Extended Stay America, Inc.","17.16","$3.19B","2013","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/stay",
"EXTN","Exterran Corporation","31.7","$1.12B","2015","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/extn",
"EXR","Extra Space Storage Inc","73.01","$9.19B","2004","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/exr",
"XOG","Extraction Oil & Gas, Inc.","17.27","$2.97B","2016","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/xog",
"EXTR","Extreme Networks, Inc.","5.55","$594.15M","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/extr",
"XOM","Exxon Mobil Corporation","83.54","$346.41B","n/a","Energy","Integrated oil Companies","http://www.nasdaq.com/symbol/xom",
"EYEG","Eyegate Pharmaceuticals, Inc.","1.59","$15.24M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.2104","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/eyegw",
"EZPW","EZCORP, Inc.","9.75","$527.27M","1991","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/ezpw",
"FNB","F.N.B. Corporation","15.09","$3.18B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fnb",
"FNB^E","F.N.B. Corporation","29.41","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/fnb^e",
"FFIV","F5 Networks, Inc.","136.23","$8.9B","1999","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ffiv",
"FN","Fabrinet","42.37","$1.56B","2010","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/fn",
"FB","Facebook, Inc.","130.98","$377.51B","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fb",
"FDS","FactSet Research Systems Inc.","176.16","$6.97B","1996","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/fds",
"FICO","Fair Isaac Corporation","124.54","$3.85B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/fico",
"FMSA","Fairmount Santrol Holdings Inc.","12.51","$2.79B","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/fmsa",
"FRP","FairPoint Communications, Inc.","18.4","$498.16M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/frp",
"FALC","FalconStor Software, Inc.","0.6301","$27.5M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/falc",
"DAVE","Famous Dave&#39;s of America, Inc.","5.3936","$37.53M","n/a","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/dave",
"SFUN","Fanf Holdings Limited","3.69","$1.73B","2010","Technology","EDP Services","http://www.nasdaq.com/symbol/sfun",
"FANH","Fanhua Inc.","8.6","$496.68M","n/a","Finance","Specialty Insurers","http://www.nasdaq.com/symbol/fanh",
"FARM","Farmer Brothers Company","35.4","$594.49M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/farm",
"FFKT","Farmers Capital Bank Corporation","38.1","$286.04M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ffkt",
"FMNB","Farmers National Banc Corp.","13.25","$358.38M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fmnb",
"FPI","Farmland Partners Inc.","11.38","$197.46M","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/fpi",
"FARO","FARO Technologies, Inc.","38.4","$640.3M","1997","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/faro",
"FAST","Fastenal Company","49.04","$14.17B","1987","Consumer Services","RETAIL: Building Materials","http://www.nasdaq.com/symbol/fast",
"FATE","Fate Therapeutics, Inc.","2.85","$97.32M","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/fate",
"FBSS","Fauquier Bankshares, Inc.","16.95","$63.62M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/fbss",
"FBK","FB Financial Corporation","25.16","$603.21M","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/fbk",
"FFG","FBL Financial Group, Inc.","69.7","$1.73B","1996","Finance","Life Insurance","http://www.nasdaq.com/symbol/ffg",
"FBRC","FBR & Co","14.85","$102.7M","n/a","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/fbrc",
"FCB","FCB Financial Holdings, Inc.","46.4","$1.9B","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/fcb",
"AGM","Federal Agricultural Mortgage Corporation","57.86","$606.58M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/agm",
"AGM.A","Federal Agricultural Mortgage Corporation","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm.a",
"AGM^A","Federal Agricultural Mortgage Corporation","25.3232","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^a",
"AGM^B","Federal Agricultural Mortgage Corporation","27.48","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^b",
"AGM^C","Federal Agricultural Mortgage Corporation","26.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/agm^c",
"FRT","Federal Realty Investment Trust","139.94","$10.05B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/frt",
"FSS","Federal Signal Corporation","15.81","$947.1M","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/fss",
"FII","Federated Investors, Inc.","26.5","$2.71B","1998","Finance","Investment Managers","http://www.nasdaq.com/symbol/fii",
"FNHC","Federated National Holding Company","18.74","$258.64M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/fnhc",
"FPT","Federated Premier Intermediate Municipal Income Fund","12.81","$89.44M","2002","n/a","n/a","http://www.nasdaq.com/symbol/fpt",
